000,10,11,12,abc,act,albanese,asked,australian,australians,brisbane,bst,case,cases,change,children,coast,com,community,court,covid,cyclone,day,days,decision,don,election,emergency,energy,expected,family,federal,gmt,going,government,group,guardian,health,help,high,home,including,just,know,labor,leader,like,lnp,local,make,members,minister,morning,morrison,nation,national,need,new,news,north,nsw,palaszczuk,parliament,party,people,pic,police,power,premier,prime,public,report,right,say,says,service,services,south,state,statement,support,sydney,tax,think,time,today,told,twitter,updated,ve,victoria,violence,want,water,way,week,women,work,year,years
2,1,0,1,0,1,0,1,2,0,2,0,1,1,1,1,1,0,2,1,0,0,1,1,1,1,2,0,1,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,4,1,1,1,1,1,1,2,1,0,1,2,1,3,1,2,1,2,1,3,4,0,6,1,1,1,2,1,1,1,2,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,1,1,1,1,1,1,2,1,3,2
2,1,0,1,0,1,0,1,2,0,2,0,1,1,1,1,1,0,2,1,0,0,1,1,1,1,2,0,1,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,4,1,1,1,1,1,1,2,1,0,1,2,1,3,1,2,1,2,1,3,4,0,6,1,1,1,2,1,1,1,2,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,1,1,1,1,1,1,2,1,3,2
2,1,0,0,0,1,0,1,2,0,2,0,1,1,1,1,1,0,2,1,0,0,1,1,1,1,2,0,1,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,2,1,3,1,2,1,2,1,3,4,0,6,1,1,1,2,1,1,1,2,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,1,1,1,0,1,1,2,1,3,2
2,1,0,0,0,1,0,1,2,0,1,0,1,1,1,1,1,0,2,1,0,0,1,1,1,1,2,0,1,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,2,1,3,1,1,1,1,1,3,4,0,6,1,1,1,2,1,1,1,2,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,1,1,1,0,1,1,2,1,3,2
2,1,0,0,0,1,0,1,2,0,1,0,1,1,1,1,1,0,2,1,0,0,1,1,1,1,2,0,1,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,2,1,3,1,1,1,1,1,3,4,0,6,1,1,1,2,1,1,1,2,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,1,1,1,0,1,1,2,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,1,1,1,1,0,2,1,0,0,1,1,1,1,2,0,1,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,2,1,3,1,1,1,1,1,3,4,0,6,1,1,1,2,1,1,1,2,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,1,1,1,0,1,1,2,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,1,1,1,1,0,2,1,0,0,1,1,1,1,2,0,1,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,2,1,3,1,1,1,1,1,2,4,0,6,1,1,1,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,1,1,0,1,1,2,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,1,1,1,1,0,2,1,0,0,1,1,1,1,2,0,1,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,2,1,3,1,1,1,1,1,2,4,0,6,1,1,1,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,1,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,1,0,2,1,0,0,1,1,1,1,2,0,1,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,2,1,3,1,1,1,1,1,2,3,0,6,1,1,1,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,1,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,1,0,2,1,0,0,1,1,1,1,2,0,1,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,2,1,3,1,1,1,1,1,2,3,0,6,1,1,1,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,1,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,1,0,2,1,0,0,1,1,1,1,2,0,1,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,3,1,1,1,1,1,2,3,0,6,1,1,1,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,1,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,1,0,2,1,0,0,1,1,1,1,2,0,0,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,3,1,1,1,1,1,2,3,0,6,1,1,0,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,1,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,1,0,2,1,0,0,1,1,1,1,2,0,0,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,3,1,1,1,1,1,2,3,0,6,1,1,0,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,1,0,2,1,0,0,1,1,1,1,2,0,0,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,3,1,1,1,1,1,2,3,0,6,1,1,0,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,1,0,2,1,0,0,1,1,1,1,2,0,0,1,1,2,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1,2,3,0,6,1,1,0,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,2,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1,2,3,0,6,1,1,0,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,2,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1,2,3,0,6,1,1,0,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,2,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1,2,3,0,6,1,1,0,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,2,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1,2,3,0,6,1,1,0,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1,2,3,0,6,1,1,0,2,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1,2,3,0,6,1,1,0,1,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1,2,3,0,6,1,1,0,1,1,1,1,1,1,1,2,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,3,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1,2,3,0,6,1,1,0,1,1,1,1,1,1,1,1,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,6,1,1,0,1,1,1,1,1,1,1,1,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,6,1,1,0,1,1,1,1,1,1,1,1,4,1,2,1,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,6,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,3,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,6,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,6,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,2,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,6,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,2
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,5,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,5,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,1,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,5,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,5,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,1,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,5,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,0,1,5,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,0,1,1,1,2,1,1,0,1,1,2,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,2,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,1,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,2,1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,2,1,1,0,0,1,1,2,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,1,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,2,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,4,1,2,0,0,0,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,2,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,3,1,2,0,0,0,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,2,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,3,1,1,0,0,0,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,2,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,5,1,1,0,1,1,1,1,1,1,0,1,3,1,1,0,0,0,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,2,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,4,1,1,0,1,0,1,1,1,1,0,1,3,1,1,0,0,0,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,2,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,4,1,1,0,1,0,0,1,1,1,0,1,3,1,1,0,0,0,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,4,1,1,0,1,0,0,1,1,1,0,1,3,1,1,0,0,0,2,0,2,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,4,1,1,0,1,0,0,1,1,1,0,1,3,1,1,0,0,0,2,0,1,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,4,1,1,0,1,0,0,1,1,1,0,1,3,1,1,0,0,0,2,0,1,0,0,1,0,0,1,0,1,1,0,1,2,1
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,4,1,1,0,1,0,0,1,1,1,0,1,3,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,1,2,1
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,4,1,1,0,1,0,0,1,1,1,0,1,3,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,1,2,1
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,5,1,2,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,3,0,4,1,1,0,1,0,0,1,1,1,0,1,3,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,1,2,1
